model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,44.89344169489477,18.120960319480037
A3C_Global,Global,All,All,200,10,Seen,41.095979037556845,17.048961874434838
A3C_Global,Global,All,All,200,15,Seen,46.90810773402384,17.502485435259523
A3C_Global,Global,All,All,200,20,Seen,47.02301896816723,17.247596833565733
A3C_Global,Global,All,All,200,20,Seen,45.17942007678622,14.883838656590688
A3C_Global,Global,All,All,200,7,Intra,51.534549610447655,17.217690203534566
A3C_Global,Global,All,All,200,12,Intra,43.74104457077236,14.91155420479456
A3C_Global,Global,All,All,200,17,Intra,47.10601149411578,19.58212583233338
A3C_Global,Global,All,All,200,25,Intra,40.33187743907233,17.100846007648368
A3C_Global,Global,All,All,200,30,Intra,44.3828547029283,16.051094546144146
A3C_Global,Global,All,All,200,35,Intra,43.79557615473843,13.617786125305772
A3C_Global,Global,All,All,100,25,Extra,-0.3106099992418494,12.908681980842655
A3C_Global,Global,All,All,100,30,Extra,-2.459341482000826,11.516856513476238
A3C_Global,Global,All,All,150,25,Extra,20.362234534549355,8.704210913591908
A3C_Global,Global,All,All,150,30,Extra,23.117905530830367,13.002068228057986
A3C_Global,Global,All,All,150,35,Extra,24.615407292747264,13.735539402578485
A3C_Global,Global,All,All,100,10,Extra,-1.6565590615811197,12.023205724846814
A3C_Global,Global,All,All,150,15,Extra,22.370510759949305,12.293445337243922
Individual_W0,0,200,5,200,5,Seen,-9.425448166725403,6.8455057709909415
Individual_W0,0,200,5,200,10,Seen,-8.46290310768941,7.471807473512088
Individual_W0,0,200,5,200,15,Seen,-10.269047149922567,5.510530574253294
Individual_W0,0,200,5,200,20,Seen,-6.653803854149327,7.445138585500628
Individual_W0,0,200,5,200,20,Seen,-7.564763047549301,7.285886316609757
Individual_W0,0,200,5,200,7,Intra,-8.209136706076203,6.66000793312149
Individual_W0,0,200,5,200,12,Intra,-6.855841645192698,7.435128336276235
Individual_W0,0,200,5,200,17,Intra,-7.572612349651176,7.369424795821166
Individual_W0,0,200,5,200,25,Intra,-9.820637287360812,5.028919996491726
Individual_W0,0,200,5,200,30,Intra,-8.55449293195367,5.718190167549694
Individual_W0,0,200,5,200,35,Intra,-9.294029597057436,6.03876126657137
Individual_W0,0,200,5,100,25,Extra,-28.715118832703638,3.071283049165887
Individual_W0,0,200,5,100,30,Extra,-28.30950776060794,4.046632176247378
Individual_W0,0,200,5,150,25,Extra,-19.282243339824557,4.7784320772056414
Individual_W0,0,200,5,150,30,Extra,-18.555342508879004,4.826162227414512
Individual_W0,0,200,5,150,35,Extra,-19.16316123519305,4.825752674143249
Individual_W0,0,200,5,100,10,Extra,-28.390408727625683,3.5098544696876086
Individual_W0,0,200,5,150,15,Extra,-16.168808458944934,6.498747687942226
Individual_W1,1,200,10,200,5,Seen,-8.217725498539384,7.244355781767089
Individual_W1,1,200,10,200,10,Seen,-6.087635164490212,6.878442579316377
Individual_W1,1,200,10,200,15,Seen,-7.8622881035072805,6.481683675699643
Individual_W1,1,200,10,200,20,Seen,-7.53277129289138,7.335311414319765
Individual_W1,1,200,10,200,20,Seen,-6.879333125330713,7.409107141780575
Individual_W1,1,200,10,200,7,Intra,-7.698722110679522,6.32360843728509
Individual_W1,1,200,10,200,12,Intra,-8.113751680925064,6.015583989690952
Individual_W1,1,200,10,200,17,Intra,-6.272496979953193,8.404582126021689
Individual_W1,1,200,10,200,25,Intra,-7.348821943339188,6.646586662096595
Individual_W1,1,200,10,200,30,Intra,-6.363745825067221,5.405757398539722
Individual_W1,1,200,10,200,35,Intra,-8.697510915943706,6.370195434988554
Individual_W1,1,200,10,100,25,Extra,-27.880019085889042,4.843464098580621
Individual_W1,1,200,10,100,30,Extra,-27.843399818774664,3.5785565876909278
Individual_W1,1,200,10,150,25,Extra,-17.649558528516557,5.05818463075761
Individual_W1,1,200,10,150,30,Extra,-18.02366374044325,5.244895851813362
Individual_W1,1,200,10,150,35,Extra,-17.973197643187426,5.148672952836922
Individual_W1,1,200,10,100,10,Extra,-27.68793270302346,3.7714635539121883
Individual_W1,1,200,10,150,15,Extra,-17.36350265081187,6.261890337369421
Individual_W2,2,200,15,200,5,Seen,-7.008288624482633,8.254925903197476
Individual_W2,2,200,15,200,10,Seen,-9.086497373382617,7.908883705346654
Individual_W2,2,200,15,200,15,Seen,-8.415187398061091,6.666624711496789
Individual_W2,2,200,15,200,20,Seen,-10.116408810375003,5.502187594385941
Individual_W2,2,200,15,200,20,Seen,-9.879381030996282,5.492068325202265
Individual_W2,2,200,15,200,7,Intra,-6.531452795223125,6.750930456567456
Individual_W2,2,200,15,200,12,Intra,-8.844407229602526,7.00350905961348
Individual_W2,2,200,15,200,17,Intra,-8.84602967378742,7.377096269531553
Individual_W2,2,200,15,200,25,Intra,-11.302752699567154,7.3455423240336275
Individual_W2,2,200,15,200,30,Intra,-7.000397740142544,7.299537679775792
Individual_W2,2,200,15,200,35,Intra,-9.076437334974868,7.359951792845643
Individual_W2,2,200,15,100,25,Extra,-28.45282182115432,4.123787651591322
Individual_W2,2,200,15,100,30,Extra,-27.703468795891137,3.522933711728165
Individual_W2,2,200,15,150,25,Extra,-17.615018879438548,5.628956206480381
Individual_W2,2,200,15,150,30,Extra,-15.714576313124251,7.106525730353574
Individual_W2,2,200,15,150,35,Extra,-17.818252616766888,5.652873136121811
Individual_W2,2,200,15,100,10,Extra,-28.72364025075933,3.474535481181835
Individual_W2,2,200,15,150,15,Extra,-17.651066018202183,4.5363250121267
Individual_W3,3,200,20,200,5,Seen,-6.497930397809636,7.9326774682067
Individual_W3,3,200,20,200,10,Seen,-6.155365205272848,7.52677691287966
Individual_W3,3,200,20,200,15,Seen,-6.626639812100307,9.021268810172527
Individual_W3,3,200,20,200,20,Seen,-8.981688832644775,5.896111538472027
Individual_W3,3,200,20,200,20,Seen,-7.4322603945644925,9.431290433644714
Individual_W3,3,200,20,200,7,Intra,-8.585611680937944,5.789185138103307
Individual_W3,3,200,20,200,12,Intra,-10.081549605266037,7.329437347290232
Individual_W3,3,200,20,200,17,Intra,-7.808629778408511,6.642438327809847
Individual_W3,3,200,20,200,25,Intra,-7.443864072448032,8.780453640309549
Individual_W3,3,200,20,200,30,Intra,-6.019085925123773,4.96227710316871
Individual_W3,3,200,20,200,35,Intra,-5.255122637064559,7.933065355459625
Individual_W3,3,200,20,100,25,Extra,-26.72256707839815,5.470558134654071
Individual_W3,3,200,20,100,30,Extra,-27.436315015912857,4.222354863469535
Individual_W3,3,200,20,150,25,Extra,-17.157076733862574,6.48487907663819
Individual_W3,3,200,20,150,30,Extra,-18.59734088915654,5.224544159250588
Individual_W3,3,200,20,150,35,Extra,-17.953908774058355,7.387125594858602
Individual_W3,3,200,20,100,10,Extra,-27.372941452143973,3.551776769635075
Individual_W3,3,200,20,150,15,Extra,-16.495741740555804,5.231204105624285
Individual_W4,4,200,20,200,5,Seen,-6.511687366788055,6.564286986092913
Individual_W4,4,200,20,200,10,Seen,-7.992467153569013,7.582990080040814
Individual_W4,4,200,20,200,15,Seen,-6.339955111791309,6.378275250376398
Individual_W4,4,200,20,200,20,Seen,-6.4517968359314235,7.542729557949394
Individual_W4,4,200,20,200,20,Seen,-6.560393668398939,7.967362082113919
Individual_W4,4,200,20,200,7,Intra,-5.982021288956321,10.295022932051182
Individual_W4,4,200,20,200,12,Intra,-9.251166128706826,8.266916930702658
Individual_W4,4,200,20,200,17,Intra,-7.33995726798017,7.382537083601357
Individual_W4,4,200,20,200,25,Intra,-7.540418940158943,6.994085618782977
Individual_W4,4,200,20,200,30,Intra,-8.672458723738007,6.75051440940569
Individual_W4,4,200,20,200,35,Intra,-9.227774005081207,8.268423810749676
Individual_W4,4,200,20,100,25,Extra,-27.468579011559026,4.221651413843013
Individual_W4,4,200,20,100,30,Extra,-28.916771929701195,4.143439148100398
Individual_W4,4,200,20,150,25,Extra,-18.484771241508096,4.803026796444745
Individual_W4,4,200,20,150,30,Extra,-19.396014934738428,6.520916716047269
Individual_W4,4,200,20,150,35,Extra,-17.197528144951843,5.7926639931465544
Individual_W4,4,200,20,100,10,Extra,-27.801928944481528,3.5858941395452897
Individual_W4,4,200,20,150,15,Extra,-19.082720793497046,3.1273184396232536
